,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,a,Corporate name or jurisdiction name (NR),,,,,,,,,,,,,
1,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,b,Subordinate unit (R),,,,,,,,,,,,,
2,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,e,Relator term (R),,,,,,,,,,,,,
3,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,f,Date of a work (NR),,,,,,,,,,,,,
4,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,g,Miscellaneous information (R),,,,,,,,,,,,,
5,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,h,Medium (NR),,,,,,,,,,,,,
6,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,k,Form subheading (R),,,,,,,,,,,,,
7,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,l,Language of a work (NR),,,,,,,,,,,,,
8,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,m,Medium of performance for music (R),,,,,,,,,,,,,
9,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,n,Number of part/section/meeting (R),,,,,,,,,,,,,
10,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,o,Arranged statement for music (NR),,,,,,,,,,,,,
11,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,p,Name of part/section of a work (R),,,,,,,,,,,,,
12,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,r,Key for music (NR),,,,,,,,,,,,,
13,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,s,Version (NR),,,,,,,,,,,,,
14,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,t,Title of a work (NR),,,,,,,,,,,,,
15,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,0,Alternative entry,,,u,Nonprinting information (NR),,,,,,,,,,,,,
16,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,1,Secondary entry,,,a,Corporate name or jurisdiction name (NR),,,,,,,,,,,,,
17,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,1,Secondary entry,,,b,Subordinate unit (R),,,,,,,,,,,,,
18,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,1,Secondary entry,,,e,Relator term (R),,,,,,,,,,,,,
19,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,1,Secondary entry,,,f,Date of a work (NR),,,,,,,,,,,,,
20,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,1,Secondary entry,,,g,Miscellaneous information (R),,,,,,,,,,,,,
21,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,1,Secondary entry,,,h,Medium (NR),,,,,,,,,,,,,
22,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,1,Secondary entry,,,k,Form subheading (R),,,,,,,,,,,,,
23,not mapped,715,ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE],Type of corporate name entry element,0,Inverted name,Type of added entry,1,Secondary entry,,,l,Language of a work (NR),,,,,,,,,,,,,
