,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,not mapped,308,PHYSICAL DESCRIPTION FOR FILMS (ARCHIVAL) (VM) [OBSOLETE],Undefined,#,Undefined,Undefined,#,Undefined,,,a,Number of reels (NR),,,,,,,,,,,,,
1,not mapped,308,PHYSICAL DESCRIPTION FOR FILMS (ARCHIVAL) (VM) [OBSOLETE],Undefined,#,Undefined,Undefined,#,Undefined,,,b,Footage (NR),,,,,,,,,,,,,
2,not mapped,308,PHYSICAL DESCRIPTION FOR FILMS (ARCHIVAL) (VM) [OBSOLETE],Undefined,#,Undefined,Undefined,#,Undefined,,,c,Sound characteristics (NR),,,,,,,,,,,,,
3,not mapped,308,PHYSICAL DESCRIPTION FOR FILMS (ARCHIVAL) (VM) [OBSOLETE],Undefined,#,Undefined,Undefined,#,Undefined,,,d,Color characteristics (NR),,,,,,,,,,,,,
4,not mapped,308,PHYSICAL DESCRIPTION FOR FILMS (ARCHIVAL) (VM) [OBSOLETE],Undefined,#,Undefined,Undefined,#,Undefined,,,e,Width (NR),,,,,,,,,,,,,
5,not mapped,308,PHYSICAL DESCRIPTION FOR FILMS (ARCHIVAL) (VM) [OBSOLETE],Undefined,#,Undefined,Undefined,#,Undefined,,,f,Presentation format (NR),,,,,,,,,,,,,
6,not mapped,308,PHYSICAL DESCRIPTION FOR FILMS (ARCHIVAL) (VM) [OBSOLETE],Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
