,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Sequence of publishing statements,*,,Undefined,*,,,,c,"Date of publication, distribution, etc. (R)",,,preceding $b contains dist*' or 'sold' or 'marketed' or 'sale by' or 'exported' or 'imported' or 'offered' or 'supplied' or 'obtained from' or 'circulated' or 'available' or 'copies my be obtained' or 'leased by' or 'offered by',"date not preceded by letter ""c""",Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30008,has date of distribution,unstructured description, ,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12",,
1,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Sequence of publishing statements,*,,Undefined,*,,,,g,Date of manufacture (R),,,Check for Reproduction Conditions 1 and 2,,,,,,http://www.rdaregistry.info/Elements/m/datatype/P30010,has date of manufacture,unstructured description,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12",,
2,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Sequence of publishing statements,*,,Undefined,*,,,,c,"Date of publication, distribution, etc. (R)",,,preceding $b not contains dist*' or 'sold' or 'marketed' or 'sale by' or 'exported' or 'imported' or 'offered' or 'supplied' or 'obtained from' or 'circulated' or 'available' or 'copies my be obtained' or 'leased by' or 'offered by',"date not preceded by letter ""c""",Check for Reproduction Conditions 1 and 2,,,, http://rdaregistry.info/Elements/m/P30011,has date of publication,unstructured description, ,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

If not otherwise specified, $c refers to publication information. PS 2024-07-01",,
3,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Sequence of publishing statements,*,,Undefined,*,,,,"a, b, c","Place of publication, distribution, etc. (R), Name of publisher, distributor, etc. (R), Date of publication, distribution, etc. (R).",,,$a followed by a $b which contains dist*' or 'sold' or 'marketed' or 'sale by' or 'exported' or 'imported' or 'offered' or 'supplied' or 'obtained from' or 'circulated' or 'available' or 'copies my be obtained' or 'leased by' or 'offered by',,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30108,has distribution statement,structured description,Retain MARC subfields when ISBD punctuation is absent in order to maintain structure of description. CEC 2022-06-02,"when LDR 18 = a or i, remove marc subfields and rely on ISBD punctuation. When LDR 18=c, retain marc subfield codes to separate pieces of information CP 2025-01-29

If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12 - added by CP 2025-01-29",,
4,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Sequence of publishing statements,*,,Undefined,*,,,,c,"Date of publication, distribution, etc. (R)",,,"date preceded by letter ""c""",,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30280,has manifestation copyright statement,unstructured description,Copyright date is usually identified by preceding the date in subfield $c with a 'c'.,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

Copyright date is soft deprecated and manifestation copyright statement is recommended PS 2024-07-01

SZ. 2022-10-03. Changed soft deprecated property according to https://www.rdaregistry.info/Aligns/alignSoft2Rec.html",,
5,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Sequence of publishing statements,*,,Undefined,*,,,,"e, f, g","Place of manufacture (R), Manufacturer, Date of manufacture.",,,Check for Reproduction Conditions 1 and 2,,,,,,http://www.rdaregistry.info/Elements/m/datatype/P30109,has manufacture statement,structured description,Retain MARC subfields when ISBD punctuation is absent in order to maintain structure of description. CEC 2022-06-02,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

when LDR 18 = a or i, remove marc subfields and rely on ISBD punctuation. When LDR 18=c, retain marc subfield codes to separate pieces of information CEC 2022-06-02",,
6,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Sequence of publishing statements,*,,Undefined,*,,,,b,"Name of publisher, distributor, etc. (R)",,,$b contains dist*' or 'sold' or 'marketed' or 'sale by' or 'exported' or 'imported' or 'offered' or 'supplied' or 'obtained from' or 'circulated' or 'available' or 'copies my be obtained' or 'leased by' or 'offered by', ,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30173,has name of distributor,unstructured description, ,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

These are commons phrases pertaining to distribution, but there may be others. PS 2024-07-01

Strings before the "" = "" belong in ""has name of publisher"". Strings following "" = "" should be values of this property, with "" = "" as a separator between distinct values. CEC 2022-06-02

SZ. 2022-10-03. Changed soft deprecated property according to https://www.rdaregistry.info/Aligns/alignSoft2Rec.html",,
7,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Sequence of publishing statements,*,,Undefined,*,,,,f,Manufacturer (R),,,$f, = ,,,Check for Reproduction Conditions 1 and 2,,http://www.rdaregistry.info/Elements/m/datatype/#P30175,has name of manufacturer,unstructured description,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

Strings before the "" = "" belong in ""has name of manufacturer"". Strings following "" = "" should be values of this property, with "" = "" as a separator between distinct values. CEC 2022-06-02

SZ. 2022-10-03. Changed soft deprecated property according to https://www.rdaregistry.info/Aligns/alignSoft2Rec.html",,
8,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Sequence of publishing statements,*,,Undefined,*,,,,b,"Name of publisher, distributor, etc. (R)",,,$b not contains dist*' or 'sold' or 'marketed' or 'sale by' or 'exported' or 'imported' or 'offered' or 'supplied' or 'obtained from' or 'circulated' or 'available' or 'copies my be obtained' or 'leased by' or 'offered by', ,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30176,has name of publisher,unstructured description,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

If not otherwise specified, $b refers to publication information. PS 2024-07-01

Strings before the "" = "" belong in ""has name of publisher"". Strings following "" = "" should be values of this property, with "" = "" as a separator between distinct values. CEC 2022-06-02

SZ. 2022-10-03. Changed soft deprecated property according to https://www.rdaregistry.info/Aligns/alignSoft2Rec.html",,
9,done,260,"PUBLICATION, DISTRIBUTION, ETC. (IMPRINT) (R)",Presence of publisher in imprint (BK MP MU SE) [OBSOLETE],0,"Publisher, distributor, etc. is present",Added entry/publisher relationship (SE) [OBSOLETE],0,"Publisher, distributor, etc. not same as issuing body in added entry",,,3,Materials specified (NR),,,Check for Reproduction Conditions 1 and 2,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured description,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

mapped element + value + ""applies to: "" + [value of $3]",,
