,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,384,KEY (R),Key type,#,Relationship to original unknown,Undefined,#,Undefined,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/e/P20326,has key of expression,identifier,,,,
1,done,384,KEY (R),Key type,0,Original key,Undefined,#,Undefined,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/e/P20326,has key of expression,identifier,,,,
2,done,384,KEY (R),Key type,1,Transposed key,Undefined,#,Undefined,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/e/P20326,has key of expression,identifier,,,,
3,done,384,KEY (R),Key type,2,Key of representative expression,Undefined,#,Undefined,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10221,has key of representative expression,identifier,,,,
4,done,384,KEY (R),Key type,#,Relationship to original unknown,Undefined,#,Undefined,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/e/P20326,has key of expression,iri,,,,
5,done,384,KEY (R),Key type,0,Original key,Undefined,#,Undefined,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/e/P20326,has key of expression,IRI,,,,
6,done,384,KEY (R),Key type,1,Transposed key,Undefined,#,Undefined,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/e/P20326,has key of expression,iri,,,,
7,done,384,KEY (R),Key type,2,Key of representative expression,Undefined,#,Undefined,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10221,has key of representative expression,iri,,,,
8,done,384,KEY (R),Key type,#,Relationship to original unknown,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,http://rdaregistry.info/Elements/e/P20071,has note on expression,unstructured,[value] applies to: [$3],,,As key is at an expression level not manifestation the decision for manifestation has been used here as well. https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iir-3xx-with-3-present  EK 2025-03-30
9,done,384,KEY (R),Key type,0,Original key,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,http://rdaregistry.info/Elements/e/P20071,has note on expression,unstructured,[value] applies to: [$3],,,As key is at an expression level not manifestation the decision for manifestation has been used here as well. https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iir-3xx-with-3-present  EK 2025-03-30
10,done,384,KEY (R),Key type,1,Transposed key,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,http://rdaregistry.info/Elements/e/P20071,has note on expression,unstructured,[value] applies to: [$3],,,As key is at an expression level not manifestation the decision for manifestation has been used here as well. https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iir-3xx-with-3-present  EK 2025-03-30
11,done,384,KEY (R),Key type,2,Key of representative expression,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,http://rdaregistry.info/Elements/w/P10330,has note on work,unstructured,[value] applies to: [$3],,,As key of representative expression is at a work level not manifestation the decision for manifestation has been used here as well. https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iir-3xx-with-3-present  EK 2025-03-30
12,done,384,KEY (R),Key type,#|0|1,Relationship to original unknown,Undefined,*,Undefined,,,a,Key (NR),,,,,,,http://rdaregistry.info/Elements/e/P20326,has key of expression,unstructured,,,,
13,done,384,KEY (R),Key type,2,Key of representative expression,Undefined,#,Undefined,,,a,Key (NR),,,,,,,http://rdaregistry.info/Elements/w/P10221,has key of representative expression,unstructured,,,,
14,done,384,KEY (R),Key type,*,Relationship to original unknown,Undefined,*,Undefined,,,6,Linkage (NR),,,,,,,,,,,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iih-6,,
15,phase II,384,KEY (R),Key type,#,Relationship to original unknown,Undefined,#,Undefined,,,7,Data provenance (R),,,,,,,,,,,,,
16,phase II,384,KEY (R),Key type,0,Original key,Undefined,#,Undefined,,,7,Data provenance (R),,,,,,,,,,,,,
17,phase II,384,KEY (R),Key type,1,Transposed key,Undefined,#,Undefined,,,7,Data provenance (R),,,,,,,,,,,,,
18,phase II,384,KEY (R),Key type,2,Key of representative expression,Undefined,#,Undefined,,,7,Data provenance (R),,,,,,,,,,,,,
