,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),Undefined,*,,Thesaurus,*,,,,6,Real World Object URI (R),,,,,,,,,,,,,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iig-6,,
1,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),Undefined,#,Undefined,Thesaurus,*,,,,$1,,,,no $x|$y|$z|$v,,$1 is approved,,source in ind2 or $2,,https://www.rdaregistry.info/Elements/w/object/#P10321,has subject place,IRI,,"<work> rdawo:P10322 <$1> . // has subject place
<$1> nomen property <nomenIRI>
<nomenIRI> has nomen string ""$a""
<nomenIRI> rdano:P80069 <tScheme(2nd indicator or $2)> . // has scheme of nomen

If $2 is approved source, use rdapo:P70045 .// has authorized access point for place. If unapproved use rdapo:P70018 .// has access point for place
- CP 2024-12-03",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
2,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),Undefined,#,Undefined,Thesaurus,*,,,,$1,,,,no $x|$y|$z|$v,,$1 is approved,,no source,,https://www.rdaregistry.info/Elements/w/object/#P10321,has subject place,IRI,,"<work> rdawo:P10322 <$1> . // has subject place
<$1> rdapd:P70018 ""$a"" . // has access point for place",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
3,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),Undefined,#,Undefined,Thesaurus,*,,,,$0,,,,no $x|$y|$z|$v,,$0 type is right and no $1,,source in ind2 or $2,,https://www.rdaregistry.info/Elements/w/object/#P10321,has subject place,IRI,,"<work> rdawo:P10322 <$0> . // has subject place
<$0> nomen property <nomenIRI>
<nomenIRI> has nomen string ""$a""
<nomenIRI> rdano:P80069 <tScheme(2nd indicator or $2)> . // has scheme of nomen

If $2 is approved source, use rdapo:P70045 .// has authorized access point for place. If unapproved use rdapo:P70018 .// has access point for place
- CP 2024-12-03",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
4,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),Undefined,#,Undefined,Thesaurus,*,,,,$0,,,,no $x|$y|$z|$v,,$0 type is right and no $1,,no source,,https://www.rdaregistry.info/Elements/w/object/#P10321,has subject place,IRI,,"<work> rdawo:P10322 <$0> . // has subject place
<$0> rdapd:P70018 ""$a"" . // has access point for place",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
5,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),,,,Thesaurus,*,,,,$0|$1,,,,no $x|$y|$z|$v,,$0 or $1 is unapproved,,,,http://rdaregistry.info/Elements/p/P70020,has identifier for place,structured description,,<placeIRI> rdapd:P70020 <$0 or $1 value>,,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
6,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),Undefined,#,Undefined,Thesaurus,not 4,,,,"$a, $g",,,,no $1|$0 or $1|$0 uri is not for the place,,source in ind2 or $2,,,,https://www.rdaregistry.info/Elements/w/object/#P10321,has subject place,IRI,,"<work> rdawo:P10322 <placeS> . // has subject place
<placeS> nomen property <nomenIRI>
<nomenIRI> has nomen string ""$a ($g)""
<nomenIRI> rdano:P80069 <tScheme(2nd indicator or $2)> . // has scheme of nomen

If $2 is approved source, use rdapo:P70045 .// has authorized access point for place. If unapproved use rdapo:P70018 .// has access point for place
- CP 2024-12-03",,
7,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),Undefined,#,Undefined,Thesaurus,4,,,,"$a, $g",,,,no $1|$0 or $1|$0 uri is not for the place,,no source,,,,https://www.rdaregistry.info/Elements/w/object/#P10321,has subject place,IRI,,"<work> rdawo:P10322 <placeS> . // has subject place
<placeS> rdapd:P70018 ""$a ($g)"" . // has access point for place",,
8,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),Undefined,#,Undefined,Thesaurus,*,,,,$1,,,,any $x|$y|$z|$v,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,<work> rdaw:P10256 <$1>,,
9,done,651,SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R),Undefined,#,Undefined,Thesaurus,*,,,,$0,,,,any $x|$y|$z|$v,,$0 type is right and no $1,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,<work> rdaw:P10256 <converted $0>,,
