,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTag Condition3,Condition3 Values,MARCTag  Condition4,Condition4 Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized),Unnamed: 31,Unnamed: 32
0,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,Reproduction: Take value out of 008 and apply it to the reproduction if it needs to have that category,,c,Continuing resource currently published,Check for Reproduction Conditions 1 and 2,,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-11

value = ""Continuing resource currently published.""",,,,coded - CP 2024-09-19
1,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,06,Type of date/Publication status,,,d,Continuing resource ceased publication,Check for Reproduction Conditions 1 and 2,,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

value = ""Continuing resource ceased publication.""",,,,coded - CP 2024-09-19
2,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,p,008/07-10,*,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

date/.. | u=blank | partial blank = fill in blanks as X",,,,coded - CP 2024-11-03
3,done,,,,,,,,,,07-10,Date 1,,,,,008 06,p,008/07-10,blank/uuuu,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

value = ""Date of manifestation unknown.""",,,,coded - CP 2024-11-03
4,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,r,008/07-10,*,,,,,http://rdaregistry.info/Elements/m/P30011,has date of publication,structured,,"date1 | u=blank | partial blank = fill in blanks as X 
- CP 2024-11-03",,,,coded - CP 2024-11-03
5,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,r,008/07-10,blank/uuuu,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"value = ""Date of publication unknown.""",,,,coded - CP 2024-11-03
6,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,s,008/07-10,*,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30011,has date of publication,structured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

date1 |  u=blank | partial blank = fill in blanks as X 
- CP 2024-11-03",,,,coded - CP 2024-11-03
7,done,,,,,,,,,,07-10,Date 1,,,,,008 06,s,008/07-10,blank/uuuu,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

value = ""Date of publication unknown.""",,,,coded - CP 2024-11-03
8,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,07-10,Date 1,,,,,008 06,t,008/07-10,*,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30011,has date of publication,structured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

date1 |  u=blank | partial blank = fill in blanks as X 
- CP 2024-11-03",,,,coded - CP 2024-11-03
9,done,,,,,,,,,,07-10,Date 1,,,,,008 06,t,008/07-10,blank/uuuu,Check for Reproduction Conditions 1 and 2,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

value = ""Date of publication unknown.""",,,,coded - CP 2024-11-03
10,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,e,008/07-10,*,008/11-14,*,Check for Reproduction Conditions 1 and 2,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

date1 + date2 normalized yyyy-mm-dd | u=blank | partial blank = fill in blanks as X",,edtf - CP 2024-11-03,,coded - CP 2024-10-28
11,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,m,008/07-10,*,008/11-14,*,Check for Reproduction Conditions 1 and 2,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

date1/date2 | partial u = fill in blanks as X - CP 2024/11/21",,edtf for time interval ,,coded - CP 2024-11-21
12,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,m,008/07-10,blank/uuuu,008/11-14,*,Check for Reproduction Conditions 1 and 2,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

/date | u=blank | partial blank = fill in blanks as X",,edtf for time interval with unknown start - CP 2024-11-03,,coded - CP 2024-11-03
13,done,8.0,,,,,,,,,"07-10, 11-14","Date 1, Date 2",,,,,008 06,m,008/07-10,*,008/11-14,blank/uuuu,Check for Reproduction Conditions 1 and 2,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

date/ | u=blank | partial blank = fill in blanks as X",,edtf for time interval with unknown end - CP 2024-11-03,,coded - CP 2024-11-03
14,done,8.0,,,,,,,,,"07-10, 11-14","Date 1, Date 2",,,,,008 06,m,008/07-10,blank/uuuu,008/11-14,blank/uuuu,Check for Reproduction Conditions 1 and 2,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

value = ""Dates of publication unknown.""",,,,coded - CP 2024-11-03
15,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,"07-10, 11-14","Date 1, Date 2",,,,,008 06,q,008/07-10,*,008/11-14,*,Check for Reproduction Conditions 1 and 2,,http://rdaregistry.info/Elements/m/P30278,has date of manifestation,structured,,[date1..date2] | u=blank | partial blank = fill in blanks as X,,,,coded - CP 2024-11-03
16,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,15-17,"Place of publication, production, or execution",,,,,Check for Reproduction Conditions 1 and 2,,,,,,,,http://rdaregistry.info/Elements/m/P30279,has place of manifestation,IRI,,"If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

Append code to http://id.loc.gov/vocabulary/countries/ for IRI value",,,,coded - CP 2024-09-19
17,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,a,Annual,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://rdaregistry.info/termList/frequency/1013,,compare with RDA VES frequency,,coded - CP 2024-09-20
18,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,b,Bimonthly,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://rdaregistry.info/termList/frequency/1007,,compare with RDA VES frequency,,coded - CP 2024-09-20
19,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,c,Semiweekly,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1005,,compare with RDA VES frequency,,coded - CP 2024-09-20
20,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,d,Daily,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1001,,compare with RDA VES frequency,,coded - CP 2024-09-20
21,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,e,Biweekly,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1003,,compare with RDA VES frequency,,coded - CP 2024-09-20
22,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,f,Semiannual,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1012,,compare with RDA VES frequency,,coded - CP 2024-09-20
23,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,g,Biennial,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1014,,compare with RDA VES frequency,,coded - CP 2024-09-20
24,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,h,Triennial,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1015,,compare with RDA VES frequency,,coded - CP 2024-09-20
25,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,i,Three times a week,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1002,,compare with RDA VES frequency,,coded - CP 2024-09-20
26,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,j,Three times a month,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1006,,compare with RDA VES frequency,,coded - CP 2024-09-20
27,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,k,Continuously updated,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,https://doi.org/10.6069/uwlswd.ggnh-4s58#k,,compare with RDA VES frequency,,coded - CP 2024-09-20
28,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,m,Monthly,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1008,,compare with RDA VES frequency,,coded - CP 2024-09-20
29,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,q,Quarterly,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1010,,compare with RDA VES frequency,,coded - CP 2024-09-20
30,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,s,Semimonthly,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1009,,compare with RDA VES frequency,,coded - CP 2024-09-20
31,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,t,Three times a year,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://rdaregistry.info/termList/frequency/1011,,compare with RDA VES frequency,,coded - CP 2024-09-20
32,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,w,Weekly,,,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://rdaregistry.info/termList/frequency/1004,,compare with RDA VES frequency,,coded - CP 2024-09-20
33,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,an,Anthems,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#an,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
34,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,bd,Ballads,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#bd,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
35,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,bg,Bluegrass music,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#bg,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
36,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,bl,Blues,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#bl,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
37,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,bt,Ballets,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#bt,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
38,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ca,Chaconnes,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#ca,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
39,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cb,"Chants, Other religions",,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cb,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
40,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cc,"Chant, Christian",,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cc,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
41,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cg,Concerti grossi,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cg,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
42,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,ALL MATERIALS,11-14,Date 2,,,,,008 06,t,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured,,"value = ""Has copyright notice date, phonogram copyright notice date, or deposit date"" + date",,,,
43,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ch,Chorales,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#ch,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
44,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cl,Chorale preludes,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cl,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
45,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cn,Canons and rounds,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cn,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
46,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,co,Concertos,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#co,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
47,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cp,"Chansons, polyphonic",,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cp,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
48,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cr,Carols,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cr,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
49,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cs,Chance compositions,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cs,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
50,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ct,Cantatas,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#ct,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
51,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cy,Country music,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cy,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
52,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,cz,Canzonas,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#cz,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
53,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,df,Dance forms,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#df,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
54,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,dv,"Divertimentos, serenades, cassations, divertissements, notturni",,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#dv,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
55,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,fg,Fugues,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#fg,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
56,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,fl,Flamenco,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#fl,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
57,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,fm,Folk music,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#fm,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
58,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ft,Fantasias,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#ft,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
59,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,gm,Gospel music,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#gm,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
60,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,hy,Hymns,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#hy,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
61,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,jz,Jazz,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#jz,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
62,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mc,Musical revues and comedies,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#mc,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
63,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,md,Madrigals,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#md,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
64,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mi,Minuets,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#mi,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
65,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mo,Motets,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#mo,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
66,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mp,Motion picture music,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#mp,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
67,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mr,Marches,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#mr,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
68,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ms,Masses,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#ms,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
69,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mu,Multiple forms,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#mu,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
70,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,mz,Mazurkas,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#mz,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
71,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,nc,Nocturnes,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#nc,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
72,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,op,Operas,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#op,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
73,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,or,Oratorios,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#or,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
74,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ov,Overtures,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#ov,,"See also (006/01-02), 380$a",,coded - CP 2024-09-23
