,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTag Condition3,Condition3 Values,MARCTag  Condition4,Condition4 Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized),Unnamed: 31,Unnamed: 32
319,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,23,Form of item,,,o,Online,,,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://rdaregistry.info/termList/RDACarrierType/1018 ,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" .",,coded - CP 2024-09-23
320,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,23,Form of item,,,q,Direct electronic,Check for Reproduction Conditions 1 and 2,,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,Only narrower terms available in RDA and LOC vocabularies for carriers,"If a Reproduction condition is present, AND if value != a, b, c, o, or r, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

https://doi.org/10.6069/uwlswd.dh5m-5y16#q ",,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" .",,coded - CP 2024-09-23
321,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,23,Form of item,,,r,Regular print reproduction,Check for Reproduction Conditions 1 and 2,,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,"If a Reproduction condition is present, AND if value != a, b, c, o, or r, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-10-03

https://doi.org/10.6069/uwlswd.dh5m-5y16#r    ",,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" .",,coded - CP 2024-09-23
322,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,23,Form of item,,,s,Electronic,Check for Reproduction Conditions 1 and 2,,,,,,,,http://rdaregistry.info/Elements/m/P30002,has media type,IRI,,"If a Reproduction condition is present, AND if value != a, b, c, o, or r, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

http://rdaregistry.info/termList/RDAMediaType/1003 ",,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" .",,coded - CP 2024-09-23
323,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,23,Form of item,,,x,Other form of reproduction [OBSOLETE],Check for Reproduction Conditions 1 and 2,,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,"If a Reproduction condition is present, AND if value != a, b, c, o, or r, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

https://doi.org/10.6069/uwlswd.dh5m-5y16#zx ",,,,coded - CP 2024-10-03
324,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,23,Form of item,,,z,Other form of reproduction [OBSOLETE],Check for Reproduction Conditions 1 and 2,,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,"If a Reproduction condition is present, AND if value != a, b, c, o, or r, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-12

https://doi.org/10.6069/uwlswd.dh5m-5y16#zx ",,,,coded - CP 2024-10-03
325,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,5,Calendars,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.jfr5-z647#5,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded - CP 2024-09-20
326,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,6,Comics/graphic novels,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.jfr5-z647#6,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded - CP 2024-09-20
327,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,a,Abstracts/summaries,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.jfr5-z647#a,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded - CP 2024-09-20
328,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,b,Bibliographies,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
329,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,c,Catalogs,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
330,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,d,Dictionaries,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
331,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,e,Encyclopedias,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
332,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,f,Handbooks,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
333,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,g,Legal articles,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
334,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,h,Biography,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
335,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,i,Indexes,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
336,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,k,Discographies,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
337,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,l,Legislation,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
338,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,m,Theses,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
339,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,n,Surveys of literature in a subject area,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
340,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,o,Reviews,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
341,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,p,Programmed texts,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
342,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,q,Filmographies,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
343,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,r,Directories,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
344,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,s,Statistics,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
345,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,t,Technical reports,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
346,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,u,Standards/specifications,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
347,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,v,Legal cases and case notes,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
348,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,w,Law reports and digests,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
349,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,y,Yearbooks,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
350,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,z,Treaties,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,use https://doi.org/10.6069/uwlswd.jfr5-z647# + code - CP 2024-09-25,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" .",,coded using https://doi.org/10.6069/uwlswd.jfr5-z647 values - CP 2024-09-20
351,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,24,Prime meridian [OBSOLETE],,,e,Greenwich,,,,,,,,,http://rdaregistry.info/Elements/e/P20317,prime meridian,unstructured,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,coded as unstructured description with CodeValueLabel - CP 2024-09-20
352,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,24,Prime meridian [OBSOLETE],,,f,Ferro,,,,,,,,,http://rdaregistry.info/Elements/e/P20317,prime meridian,unstructured,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,coded as unstructured description with CodeValueLabel - CP 2024-09-20
353,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,24,Prime meridian [OBSOLETE],,,g,Paris,,,,,,,,,http://rdaregistry.info/Elements/e/P20317,prime meridian,unstructured,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,coded as unstructured description with CodeValueLabel - CP 2024-09-20
354,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,24,Prime meridian [OBSOLETE],,,p,Philadelphia,,,,,,,,,http://rdaregistry.info/Elements/e/P20317,prime meridian,unstructured,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,coded as unstructured description with CodeValueLabel - CP 2024-09-20
355,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MAPS,24,Prime meridian [OBSOLETE],,,w,"Washington, D.C.",,,,,,,,,http://rdaregistry.info/Elements/e/P20317,prime meridian,unstructured,,,,"From RDA to MARC mapping: rdae:P20216 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23-24 [identifier] (maps)"" .",,coded as unstructured description with CodeValueLabel - CP 2024-09-20
356,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,2,Offprints,,,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#2,,,,coded - CP 2024-09-19
357,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,5,Calendars,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#5,,,,coded - CP 2024-09-19
358,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,6,Comics/graphic novels,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#6,,,,coded - CP 2024-09-19
359,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,a,Abstracts/summaries,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#a,,,,coded - CP 2024-09-19
360,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,b,Bibliographies,,,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Includes [value]""",,,,coded - CP 2024-09-19
361,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,c,Catalogs,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#c,,,,coded - CP 2024-09-19
362,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,d,Dictionaries,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#d,,,,coded - CP 2024-09-19
363,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,e,Encyclopedias,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#e,,,,coded - CP 2024-09-19
364,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,f,Handbooks,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#f,,,,coded - CP 2024-09-19
365,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,g,Legal articles,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#g,,,,coded - CP 2024-09-19
366,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,h,Handbooks [OBSOLETE],,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,"code hasn't been repurposed, so no risk in mapping this obsolete code value",value = https://doi.org/10.6069/uwlswd.633m-h220#hx,,,,coded - CP 2024-09-19
367,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,i,Indexes,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#i,,,,coded - CP 2024-09-19
368,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,j,Patent document,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,identifier,,value = https://doi.org/10.6069/uwlswd.633m-h220#j,,,,coded - CP 2024-09-19
369,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,k,Discographies,,,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Includes [value]""",,,,coded - CP 2024-09-19
370,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,l,Legislation,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,value = https://doi.org/10.6069/uwlswd.633m-h220#l,,,,coded - CP 2024-09-19
371,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,m,Theses,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,value = https://doi.org/10.6069/uwlswd.633m-h220#m,,,,coded - CP 2024-09-19
372,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,n,Surveys of literature in a subject area,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,value = https://doi.org/10.6069/uwlswd.633m-h220#n,,,,coded - CP 2024-09-19
373,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,o,Reviews,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,value = https://doi.org/10.6069/uwlswd.633m-h220#o,,,,coded - CP 2024-09-19
374,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,p,Programmed texts,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,value = https://doi.org/10.6069/uwlswd.633m-h220#p,,,,coded - CP 2024-09-19
375,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,q,Filmographies,,,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Includes [value]""",,,,coded - CP 2024-09-19
376,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,r,Directories,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,value = https://doi.org/10.6069/uwlswd.633m-h220#r,,,,coded - CP 2024-09-19
377,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,s,Statistics,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,value = https://doi.org/10.6069/uwlswd.633m-h220#s,,,,coded - CP 2024-09-19
378,done,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,BOOKS,24-27,Nature of contents,,,t,Technical reports,,,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,value = https://doi.org/10.6069/uwlswd.633m-h220#t,,,,coded - CP 2024-09-19
