,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,340.0,PHYSICAL MEDIUM (R),Undefined,*,,Undefined,*,,,,a,Material base and configuration (R),,,,,,,http://rdaregistry.info/Elements/m/P30304,has material,Unstructured|Structured|IRI,,"[Manifestation] rdam:P30304 [value of $1 or $0 containing ""http""]
If there is both $1 and $0, select the $1 value. **0s and 1s can only be mapped if the only other subfields in the field are the following: b, f, h, i, 2, 3, 6, 8. Other subfields make it impossible to know which subfield the 0 or 1 is related to and thus which property to use, so the 0 or 1 should be ignored - CP 7/23/2024

If no $0 with 'http' or $1, and $2 does not contain ""rdamat""
[Manifestation] rdam:P30304 skos:Concept(mintedIRI)
skos:Concept skos:prefLabel <$a>
skos:Concept skos:inScheme <$2>

If $2 contains “rdamat”
[Manifestation] rdam:P30304 [look up the uri at https://www.rdaregistry.info/termList/RDAMaterial/ ]

If no $2
[Manifestation] rdamd:P30304 [value of $a]

If $3
[Manifestation] rdamd:P30137 [""Has material base and configuration ("" + {value of $a} + "") applies to "" + {value of $3} + "".""]
PS 7/12/2024",,Not taken into consideration: values in 007 and 008 as conditions. --TG
1,done,340.0,PHYSICAL MEDIUM (R),Undefined,*,,Undefined,*,,,,b,Dimensions (R),,,,,,,http://rdaregistry.info/Elements/m/datatype/P30169,has dimensions,Unstructured,"All dimensions map to P30169. However the value applies only to the material configuration; to clarify, append the value of 360$a in parentheses. --TG","If $a
[Manifestation] rdamd:P30169 [value of $b ($a)]
If $3
[Manifestation] rdamd:P30137 [""has dimensions ("" + {value of $b ($a)} "") applies to "" + {value of $3} + "".""]

Append the material base to the value as a parenthetical qualifier, as follows: {value of 340b}+"" (""+{value of 340$a}+"")""  --TG  ",,NT = rdam:30171. --TG
2,done,340.0,PHYSICAL MEDIUM (R),Undefined,*,,Undefined,*,,,,c,Materials applied to surface (R),,,,,,,http://rdaregistry.info/Elements/m/P30304,has material,Structured|Unstructured,"Applied material has been soft deprecated.--PS
340$c maps precisely to P30084. --TG","[Manifestation] rdam:P30304 [value of $1 or $0 containing ""http""]
If there is both $1 and $0, select the $1 value. **0s and 1s can only be mapped if the only other subfields in the field are the following: b, f, h, i, 2, 3, 6, 8. Other subfields make it impossible to know which subfield the 0 or 1 is related to and thus which property to use, so the 0 or 1 should be ignored - CP 7/23/2024

If no $0 with 'http' or $1, and $2 does not contain ""rdamat""
[Manifestation] rdam:P30304 skos:Concept(mintedIRI)
skos:Concept skos:prefLabel <$c>
skos:Concept skos:inScheme <$2>

If $2 contains “rdamat”
[Manifestation] rdam:P30304 [look up the uri at https://www.rdaregistry.info/termList/RDAMaterial/  ]

If no $2
[Manifestation] rdamd:P30304 [value of $c]

If $3
[Manifestation] rdamd:P30137 [""has materials applied to surface ("" + {value of $c} + "") applies to "" + {value of $3} + "".""]
PS 7/12/2024",,Not taken into consideration: values in 007 and 008 as conditions. --TG
3,done,340.0,PHYSICAL MEDIUM (R),Undefined,*,,Undefined,*,,,,d,Information recording technique (R),,,,,,,https://www.rdaregistry.info/Elements/m/#P30187,has production method,Unstructured,Seems like the best RDA property for this. --TG,"[Manifestation] rdam:P30187 [value of $1 or $0 containing ""http""]
If there is both $1 and $0, select the $1 value. **0s and 1s can only be mapped if the only other subfields in the field are the following: b, f, h, i, 2, 3, 6, 8. Other subfields make it impossible to know which subfield the 0 or 1 is related to and thus which property to use, so the 0 or 1 should be ignored - CP 7/23/2024

If no  $0 with 'http' or $1, and $2 does not contain ""rdapm""
[Manifestation] rdam:P30187 skos:Concept(mintedIRI)
skos:Concept skos:prefLabel <$d>
skos:Concept skos:inScheme <$2>

If $2 contains “rdapm”
[Manifestation] rdam:P30187 [look up the uri at https://www.rdaregistry.info/termList/RDAproductionMethod/   ]

If no $2
[Manifestation] rdamd:P30187 [value of $d]

If $3
[Manifestation] rdamd:P30137 [""Has information recording technique ("" + {value of $d} + "") applies to "" + {value of $3} + "".""]
PS 7/12/2024",,
4,done,340.0,PHYSICAL MEDIUM (R),Undefined,*,,Undefined,*,,,,e,Support (R),,,,,,,http://rdaregistry.info/Elements/m/P30304,has material,IRI|Structured|Unstructured,"Mount has been soft deprecated. --PS
All values should be comprehensible as a ""mount."" --TG","[Manifestation] rdam:P30304 [value of $1 or $0 containing ""http""]
If there is both $1 and $0, select the $1 value. **0s and 1s can only be mapped if the only other subfields in the field are the following: b, f, h, i, 2, 3, 6, 8. Other subfields make it impossible to know which subfield the 0 or 1 is related to and thus which property to use, so the 0 or 1 should be ignored - CP 7/23/2024

If no $0 with 'http' or $1, and $2 does not contain ""rdamat""
[Manifestation] rdam:P30304 skos:Concept(mintedIRI)
skos:Concept skos:prefLabel <$e>
skos:Concept skos:inScheme <$2>

If $2 contains “rdamat”
[Manifestation] rdam:P30304 [look up the uri at https://www.rdaregistry.info/termList/RDAMaterial/  ]

If no $2
[Manifestation] rdamd:P30304 [value of $e]

If $3
[Manifestation] rdamd:P30137 [""Has support ("" + {value of $e} + "") applies to "" + {value of $3} + "".""]
PS 7/12/2024

Enter value of 340$e as a string. --TG","Assumes all support is a ""mount"", or at least comprehensible as a ""mount,"" and that assumption may be an overstep. --TG",
5,done,,,,,,,,,,,f,Reduction ratio value (R),,,,,,,http://rdaregistry.info/Elements/m/datatype/P30137,has note on manifestation,untructured,Use note on manifestation to accomodate old value in this field,"[Manifestation] rdamd:P30137 [""Recution ratio or production rate/ratio:"" + value of $f]
If $3 append [""(applies to "" + {value of $3} + "")""]",not specific enough for record created after $f is renamed,
6,done,340.0,PHYSICAL MEDIUM (R),Undefined,*,,Undefined,*,,,,g,Color content (R),,,,,,,https://www.rdaregistry.info/Elements/m/#P30456,has colour content,Structured|Unstructured,340 $g maps precisely to rdam:P30456. --TG,"[Manifestation] rdam:P30456 [value of $1 or $0 containing ""http""]
If there is both $1 and $0, select the $1 value. **0s and 1s can only be mapped if the only other subfields in the field are the following: b, f, h, i, 2, 3, 6, 8. Other subfields make it impossible to know which subfield the 0 or 1 is related to and thus which property to use, so the 0 or 1 should be ignored - CP 7/23/2024

If no $0 with 'http' or $1, and $2 does not contain ""rdacc""
[Manifestation] rdam:P30456 skos:Concept(mintedIRI)
skos:Concept skos:prefLabel <$g>
skos:Concept skos:inScheme <$2>

If $2 contains “rdacc”
[Manifestation] rdam:P30456 [look up the uri at https://www.rdaregistry.info/termList/RDAColourContent/   ]

If no $2
[Manifestation] rdamd:P30456 [value of $g]

If $3
[Manifestation] rdamd:P30137 [""Has color content ("" + {value of $g} + "") applies to "" + {value of $3} + "".""]
PS 7/12/2024",,
7,done,,,,,,,,,,,h,Location within medium (R),,,,,,,http://rdaregistry.info/Elements/m/datatype/P30137,has note on manifestation,Unstructured,Create a note for this; there is no equivalent property in RDA,"""Location of the described materials within the material base: "" + {  340$h value }
If $3 append [""applies to "" + {value of $3} + "".""]",,
8,done,340.0,PHYSICAL MEDIUM (R),Undefined,*,,Undefined,*,,,,i,Technical specifications of medium (R),,,,,,,https://www.rdaregistry.info/Elements/m/#P30162,has equipment or system requirement,Unstructured,"Only unstructured description is allowed for this element. --PS
340 $i maps precisely to rdam:P30162. --TG","[Manifestation] rdam:P30162 {value of $i]
If $3
[Manifestation] rdamd:P30137 [""Has equipment or system requiremen ("" + {value of $i} + "") applies to "" + {value of $3} + "".""]
Enter value of 340$i as a string. --TG",, 
9,done,340.0,PHYSICAL MEDIUM (R),Undefined,*,,Undefined,*,,,,j,Generation (R),,,,,,,https://www.rdaregistry.info/Elements/m/#P30191,has generation,Structured|Unstructured,340 $j maps precisely to rdam:P30191. --TG,"[Manifestation] rdam:P30191 [value of $1 or $0 containing ""http""]
If there is both $1 and $0, select the $1 value. **0s and 1s can only be mapped if the only other subfields in the field are the following: b, f, h, i, 2, 3, 6, 8. Other subfields make it impossible to know which subfield the 0 or 1 is related to and thus which property to use, so the 0 or 1 should be ignored - CP 7/23/2024

If no $0 with 'http' or $1, and $2 does not contain ""rdagen""
[Manifestation] rdam:P30191 skos:Concept(mintedIRI)
skos:Concept skos:prefLabel <$j>
skos:Concept skos:inScheme <$2>

If $2 contains “rdagen”
[Manifestation] rdam:P30191 [look up the uri at https://www.rdaregistry.info/termList/RDAGeneration/]

If no $2
[Manifestation] rdamd:P30191 [value of $j]

If $3
[Manifestation] rdamd:P30137 [""Has generation ("" + {value of $j} + "") applies to "" + {value of $3} + "".""]
PS 7/12/2024",,
