,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Undefined,#,Undefined,,,a,Classification number (R),,,,,,,,,,,,,
1,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],0,No series involved,,,a,Classification number (R),,,,,,,,,,,,,
2,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],1,Main series,,,a,Classification number (R),,,,,,,,,,,,,
3,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],2,Subseries,,,a,Classification number (R),,,,,,,,,,,,,
4,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,a,Classification number (R),,,,,,,,,,,,,
5,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Undefined,#,Undefined,,,b,Item number (NR),,,,,,,,,,,,,
6,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],0,No series involved,,,b,Item number (NR),,,,,,,,,,,,,
7,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],1,Main series,,,b,Item number (NR),,,,,,,,,,,,,
8,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],2,Subseries,,,b,Item number (NR),,,,,,,,,,,,,
9,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,b,Item number (NR),,,,,,,,,,,,,
10,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Undefined,#,Undefined,,,c,Copy information (NR),,,,,,,,,,,,,
11,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],0,No series involved,,,c,Copy information (NR),,,,,,,,,,,,,
12,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],1,Main series,,,c,Copy information (NR),,,,,,,,,,,,,
13,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],2,Subseries,,,c,Copy information (NR),,,,,,,,,,,,,
14,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,c,Copy information (NR),,,,,,,,,,,,,
15,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],0,No series involved,,,8,Field link and sequence number (R),,,,,,,,,,,,,
16,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],1,Main series,,,8,Field link and sequence number (R),,,,,,,,,,,,,
17,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],2,Subseries,,,8,Field link and sequence number (R),,,,,,,,,,,,,
18,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,8,Field link and sequence number (R),,,,,,,,,,,,,
19,phase II,61,NATIONAL LIBRARY OF MEDICINE COPY STATEMENT (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
