,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,#,Abbreviated key title,,,a,Abbreviated title (NR),,,,,,,,,,,,,
1,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,0,Other abbreviated title,,,a,Abbreviated title (NR),,,,,,,,,,,,,
2,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,#,Abbreviated key title,,,a,Abbreviated title (NR),,,,,,,,,,,,,
3,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,0,Other abbreviated title,,,a,Abbreviated title (NR),,,,,,,,,,,,,
4,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,#,Abbreviated key title,,,b,Qualifying information (NR),,,,,,,,,,,,,
5,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,0,Other abbreviated title,,,b,Qualifying information (NR),,,,,,,,,,,,,
6,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,#,Abbreviated key title,,,b,Qualifying information (NR),,,,,,,,,,,,,
7,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,0,Other abbreviated title,,,b,Qualifying information (NR),,,,,,,,,,,,,
8,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,0,Other abbreviated title,,,2,Source (R),,,,,,,,,,,,,
9,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,0,Other abbreviated title,,,6,Linkage (NR),,,,,,,,,,,,,
10,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,0,Other abbreviated title,,,8,Field link and sequence number (R),,,,,,,,,,,,,
11,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,#,Abbreviated key title,,,2,Source (R),,,,,,,,,,,,,
12,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,#,Abbreviated key title,,,6,Linkage (NR),,,,,,,,,,,,,
13,phase II,210,ABBREVIATED TITLE (R),Title added entry,0,No added entry,Type,#,Abbreviated key title,,,8,Field link and sequence number (R),,,,,,,,,,,,,
14,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,0,Other abbreviated title,,,2,Source (R),,,,,,,,,,,,,
15,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,0,Other abbreviated title,,,6,Linkage (NR),,,,,,,,,,,,,
16,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,0,Other abbreviated title,,,8,Field link and sequence number (R),,,,,,,,,,,,,
17,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,#,Abbreviated key title,,,2,Source (R),,,,,,,,,,,,,
18,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,#,Abbreviated key title,,,6,Linkage (NR),,,,,,,,,,,,,
19,phase II,210,ABBREVIATED TITLE (R),Title added entry,1,Added entry,Type,#,Abbreviated key title,,,8,Field link and sequence number (R),,,,,,,,,,,,,
