,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,*,,Relationship,*,,,,b,Name of archiving agency (NR),,,,,,,http://rdaregistry.info/Elements/a/P50378,has appellation of agent,Unstructured,,,,
1,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,*,,Relationship,*,,,,c,Name of Web archive or digital archive repository (NR),,,,,,,http://rdaregistry.info/Elements/a/P50032,has name of corporate body,unstructured,,,,
2,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,*,,Relationship,*,,,,d,Date range of archived material (NR),,,,,,,http://rdaregistry.info/Elements/t/P70039 AND http://rdaregistry.info/Elements/t/P70040,has beginning AND has ending,structured,,,,This subfiled is a combination of two RDA elements. One for a beginning and one for the end. I don't think it is a single Timespan.  EK 2025-03-02
3,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,#,No information provided,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
4,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,0,Resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
5,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,1,Version of resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
6,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,2,Related resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
7,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,3,Component part(s) of resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
8,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,4,Version of component part(s) of resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
9,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,8,No display constant generated,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
10,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,1,FTP,Relationship,#,No information provided,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
11,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,1,FTP,Relationship,0,Resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
12,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,1,FTP,Relationship,1,Version of resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
13,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,1,FTP,Relationship,2,Related resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
14,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,1,FTP,Relationship,3,Component part(s) of resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
15,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,1,FTP,Relationship,4,Version of component part(s) of resource,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
16,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,1,FTP,Relationship,8,No display constant generated,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
17,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,4,HTTP,Relationship,#,No information provided,,,e,Data provenance (R),,,,,,,,,,,,,Other data provenance fields subfields will be worked on in Phase II. EK 2025-03-16
