,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,a,Stock number (NR),,,,,,,,,,,,,
1,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,a,Stock number (NR),,,,,,,,,,,,,
2,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,a,Stock number (NR),,,,,,,,,,,,,
3,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,*,,Undefined,*,,,,b,Source of stock number/acquisition (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
4,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,*,,Undefined,*,,,,c,Terms of availability (R),,,,,,,http://rdaregistry.info/Elements/m/P30160,has term of availability,,,,,
5,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,f,Form of issue (R),,,,,,,,,,,,,
6,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,f,Form of issue (R),,,,,,,,,,,,,
7,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,f,Form of issue (R),,,,,,,,,,,,,
8,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,g,Additional format characteristics (R),,,,,,,,,,,,,
9,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,g,Additional format characteristics (R),,,,,,,,,,,,,
10,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,g,Additional format characteristics (R),,,,,,,,,,,,,
11,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,n,Note (R),,,,,,,,,,,,,
12,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,n,Note (R),,,,,,,,,,,,,
13,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,n,Note (R),,,,,,,,,,,,,
14,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
15,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,5,Institution to which field applies (R),,,,,,,,,,,,,
16,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
17,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
18,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
19,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,5,Institution to which field applies (R),,,,,,,,,,,,,
20,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
21,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
22,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
23,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,5,Institution to which field applies (R),,,,,,,,,,,,,
24,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
25,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
26,not mapped,37,SOURCE OF ACQUISITION (R),Source of acquisition sequence,*,,Undefined,*,,,,0,,,,,,,,http://rdaregistry.info/Elements/m/P30004,has identifier for manifestation,,,,Mistake in RDA Registry mapping,
