,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,0,Display note,,,a,Title (NR),,,,,,,,,,,,,
1,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,1,Do not display note,,,a,Title (NR),,,,,,,,,,,,,
2,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,0,Display note,,,a,Title (NR),,,,,,,,,,,,,
3,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,1,Do not display note,,,a,Title (NR),,,,,,,,,,,,,
4,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,0,Display note,,,b,Remainder of title (NR),,,,,,,,,,,,,
5,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,1,Do not display note,,,b,Remainder of title (NR),,,,,,,,,,,,,
6,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,0,Display note,,,b,Remainder of title (NR),,,,,,,,,,,,,
7,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,1,Do not display note,,,b,Remainder of title (NR),,,,,,,,,,,,,
8,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,0,Display note,,,d,Designation of section (SE) [OBSOLETE],,,,,,,,,,,,,
9,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,1,Do not display note,,,d,Designation of section (SE) [OBSOLETE],,,,,,,,,,,,,
10,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,0,Display note,,,d,Designation of section (SE) [OBSOLETE],,,,,,,,,,,,,
11,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,1,Do not display note,,,d,Designation of section (SE) [OBSOLETE],,,,,,,,,,,,,
12,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,0,Display note,,,e,Name of part/section (SE) [OBSOLETE],,,,,,,,,,,,,
13,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,1,Do not display note,,,e,Name of part/section (SE) [OBSOLETE],,,,,,,,,,,,,
14,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,0,Display note,,,e,Name of part/section (SE) [OBSOLETE],,,,,,,,,,,,,
15,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,1,Do not display note,,,e,Name of part/section (SE) [OBSOLETE],,,,,,,,,,,,,
16,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,0,Display note,,,f,Date or sequential designation (NR),,,,,,,,,,,,,
17,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,1,Do not display note,,,f,Date or sequential designation (NR),,,,,,,,,,,,,
18,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,0,Display note,,,f,Date or sequential designation (NR),,,,,,,,,,,,,
19,phase II,247,FORMER TITLE (R),Title added entry,1,Added entry,Note controller,1,Do not display note,,,f,Date or sequential designation (NR),,,,,,,,,,,,,
20,phase II,247,FORMER TITLE (R),Title added entry,0,No added entry,Note controller,0,Display note,,,g,Miscellaneous information (R),,,,,,,,,,,,,
