,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,phase II,370,ASSOCIATED PLACE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,4,Relationship (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
1,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,c,Associated country (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
2,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,c,Associated country (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
3,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,c,Associated country (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
4,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,c,Associated country (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
5,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,c,Associated country (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
6,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,f,Other associated place (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
7,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,f,Other associated place (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
8,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,f,Other associated place (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
9,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,f,Other associated place (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
10,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,f,Other associated place (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
11,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,g,Place of origin of work or expression (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
12,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,g,Place of origin of work or expression (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
13,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,g,Place of origin of work or expression (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
14,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,g,Place of origin of work or expression (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
15,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,g,Place of origin of work or expression (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
16,phase II,370,ASSOCIATED PLACE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,i,Relationship information (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
17,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,s,Start period (NR),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
18,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,t,End period (NR),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
19,phase II,370,ASSOCIATED PLACE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,u,Uniform Resource Identifier (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
20,phase II,370,ASSOCIATED PLACE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,v,Source of information (R),,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured | unstructured | identifier,No RDA elements for this; maps adequatle to manifestation note,,,
21,phase II,370,ASSOCIATED PLACE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,2,Source of term (NR),,,,,,,,,,,,,
22,phase II,370,ASSOCIATED PLACE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
23,phase II,370,ASSOCIATED PLACE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
24,phase II,370,ASSOCIATED PLACE (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
25,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10218,has place of origin of work,,,,,
26,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
27,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/e/P20218,has place of capture,,,,,
28,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/e/P20306,has related place of expression,,,,,
29,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10218,has place of origin of work,,,,,
30,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
31,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/e/P20218,has place of capture,,,,,
32,phase II,370,ASSOCIATED PLACE (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/e/P20306,has related place of expression,,,,,
