,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,a,MARC country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30086,has place of production,,,,,
1,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,a,MARC country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30087,has place of manufacture,,,,,
2,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,a,MARC country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30088,has place of publication,,,,,
3,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,a,MARC country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30091,has parallel place of production,,,,,
4,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,a,MARC country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30092,has parallel place of publication,,,,,
5,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,a,MARC country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30272,has related place of manifestation,,,,,
6,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,b,Local subentity code (R),,,,,,,http://rdaregistry.info/Elements/m/P30086,has place of production,,,,,
7,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,b,Local subentity code (R),,,,,,,http://rdaregistry.info/Elements/m/P30087,has place of manufacture,,,,,
8,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,b,Local subentity code (R),,,,,,,http://rdaregistry.info/Elements/m/P30088,has place of publication,,,,,
9,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,b,Local subentity code (R),,,,,,,http://rdaregistry.info/Elements/m/P30091,has parallel place of production,,,,,
10,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,b,Local subentity code (R),,,,,,,http://rdaregistry.info/Elements/m/P30092,has parallel place of publication,,,,,
11,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,b,Local subentity code (R),,,,,,,http://rdaregistry.info/Elements/m/P30272,has related place of manifestation,,,,,
12,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,c,ISO country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30086,has place of production,,,,,
13,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,c,ISO country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30087,has place of manufacture,,,,,
14,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,c,ISO country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30088,has place of publication,,,,,
15,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,c,ISO country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30091,has parallel place of production,,,,,
16,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,c,ISO country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30092,has parallel place of publication,,,,,
17,not mapped,44,COUNTRY OF PUBLISHING/PRODUCING ENTITY CODE (NR),Undefined,*,,Undefined,*,,,,c,ISO country code (R),,,,,,,http://rdaregistry.info/Elements/m/P30272,has related place of manifestation,,,,,
