,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,0,Document,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,http://rdaregistry.info/Elements/m/P30145,has restriction on access to manifestation,structured,,,,
1,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,1,Title,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,http://rdaregistry.info/Elements/m/P30145,has restriction on access to manifestation,structured,,,,
2,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,3,Contents note,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,http://rdaregistry.info/Elements/m/P30145,has restriction on access to manifestation,structured,,,,
3,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,5,Record,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,,,,,,,There is no element in RDA for restrictions to a work just a manifestation or item and a record is a work
4,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,8,Other element,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,http://rdaregistry.info/Elements/m/P30145,has restriction on access to manifestation,structured,,,,
5,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,0,Document,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,http://rdaregistry.info/Elements/i/P40047,has restriction on access to item,unstructured,,,,
6,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,1,Title,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,http://rdaregistry.info/Elements/m/P30145,has restriction on access to manifestation,unstructured,,,,
7,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,2,Abstract,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,http://rdaregistry.info/Elements/m/P30145,has restriction on access to manifestation,structured,,,,
8,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,2,Abstract,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,http://rdaregistry.info/Elements/m/P30145,has restriction on access to manifestation,unstructured,,,,
9,delete,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,3,Contents note,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,http://rdaregistry.info/Elements/m/P30145,has restriction on access to manifestation,unstructured,,,,
