,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
103,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,05,Target audience,,,,,006 00,c,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,follow mapping for MUSIC 008/22 - CP 2024-09-26,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
104,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,05,Target audience,,,,,006 00,d,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,follow mapping for MUSIC 008/22 - CP 2024-09-26,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
105,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,05,Target audience,,,,,006 00,i,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,follow mapping for MUSIC 008/22 - CP 2024-09-26,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
106,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,05,Target audience,,,,,006 00,j,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,follow mapping for MUSIC 008/22 - CP 2024-09-26,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
107,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,06,Form of item,,,,,006 00,c,,,http://rdaregistry.info/Elements/e/P20061,form of tactile notation,STRUCTURED/IRI,,follow mapping for MUSIC 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
108,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,06,Form of item,,,,,006 00,d,,,"
http://rdaregistry.info/Elements/e/P20061",form of tactile notation,STRUCTURED/IRI,,follow mapping for MUSIC 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
109,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,06,Form of item,,,,,006 00,i,,,"
http://rdaregistry.info/Elements/e/P20061",form of tactile notation,STRUCTURED/IRI,,follow mapping for MUSIC 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
110,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,06,Form of item,,,,,006 00,j,,,"
http://rdaregistry.info/Elements/e/P20061",form of tactile notation,STRUCTURED/IRI,,follow mapping for MUSIC 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
111,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,13-14,Literary text for sound recordings,,,,,006 00,c,,,"http://rdaregistry.info/Elements/e/P20331
","has category of expression
",structured,,follow mapping for MUSIC 008/30-31 - CP 2024-09-26,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /13-14 [identifier] (music)"" ."
112,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,13-14,Literary text for sound recordings,,,,,006 00,c,,,"
http://rdaregistry.info/Elements/w/P10004","
has category of work",structured,,follow mapping for MUSIC 008/30-31 - CP 2024-09-26,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /13-14 [identifier] (music)"" ."
113,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,13-14,Literary text for sound recordings,,,,,006 00,d,,,"http://rdaregistry.info/Elements/e/P20331
","has category of expression
",structured,,follow mapping for MUSIC 008/30-31 - CP 2024-09-26,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /13-14 [identifier] (music)"" ."
114,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,13-14,Literary text for sound recordings,,,,,006 00,d,,,"
http://rdaregistry.info/Elements/w/P10004","
has category of work",structured,,follow mapping for MUSIC 008/30-31 - CP 2024-09-26,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /13-14 [identifier] (music)"" ."
115,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,13-14,Literary text for sound recordings,,,,,006 00,i,,,"http://rdaregistry.info/Elements/e/P20331
","has category of expression
",structured,,follow mapping for MUSIC 008/30-31 - CP 2024-09-26,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /13-14 [identifier] (music)"" ."
116,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,13-14,Literary text for sound recordings,,,,,006 00,i,,,"
http://rdaregistry.info/Elements/w/P10004","
has category of work",structured,,follow mapping for MUSIC 008/30-31 - CP 2024-09-26,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /13-14 [identifier] (music)"" ."
117,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,13-14,Literary text for sound recordings,,,,,006 00,j,,,"http://rdaregistry.info/Elements/e/P20331
","has category of expression
",structured,,follow mapping for MUSIC 008/30-31 - CP 2024-09-26,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /13-14 [identifier] (music)"" ."
118,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,13-14,Literary text for sound recordings,,,,,006 00,j,,,"
http://rdaregistry.info/Elements/w/P10004","
has category of work",structured,,follow mapping for MUSIC 008/30-31 - CP 2024-09-26,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 006 /13-14 [identifier] (music)"" ."
119,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,16,Transposition and arrangement,,,,,006 00,c,,,http://rdaregistry.info/Elements/e/P20331,has category of expression,IRI,,"https://doi.org/10.6069/uwlswd.axz0-z371# + code value
Follow mapping for MUSIC 008/33 - CP 2024/09/26",,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (music)"" ."
120,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,16,Transposition and arrangement,,,,,006 00,d,,,http://rdaregistry.info/Elements/e/P20331,has category of expression,IRI,,"https://doi.org/10.6069/uwlswd.axz0-z371# + code value
Follow mapping for MUSIC 008/33 - CP 2024/09/26",,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (music)"" ."
121,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,16,Transposition and arrangement,,,,,006 00,i,,,http://rdaregistry.info/Elements/e/P20331,has category of expression,IRI,,"https://doi.org/10.6069/uwlswd.axz0-z371# + code value
Follow mapping for MUSIC 008/33 - CP 2024/09/26",,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (music)"" ."
122,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,16,Transposition and arrangement,,,,,006 00,j,,,http://rdaregistry.info/Elements/e/P20331,has category of expression,IRI,,"https://doi.org/10.6069/uwlswd.axz0-z371# + code value
Follow mapping for MUSIC 008/33 - CP 2024/09/26",,"From RDA to MARC mapping: rdae:P20572 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (music)"" ."
123,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,01-03,Running time,,,,,006 00,g,,,http://rdaregistry.info/Elements/e/P20219,has duration,identifier,,"

""Duration: [number] minutes.""
follow mapping for VISUAL MATERIALS 008/18-20 - CP 2024-09-26",,"From RDA to MARC mapping: rdae:P20219 rdakit:hasM21 ""MARC 21 Bibliographic 006 /01-03 [structured description] (visual materials)"" ."
124,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,01-03,Running time,,,,,006 00,k,,,http://rdaregistry.info/Elements/e/P20219,has duration,identifier,,"

""Duration: [number] minutes.""
follow mapping for VISUAL MATERIALS 008/18-20 - CP 2024-09-26",,"From RDA to MARC mapping: rdae:P20219 rdakit:hasM21 ""MARC 21 Bibliographic 006 /01-03 [structured description] (visual materials)"" ."
125,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,01-03,Running time,,,,,006 00,o,,,http://rdaregistry.info/Elements/e/P20219,has duration,identifier,,"

""Duration: [number] minutes.""
follow mapping for VISUAL MATERIALS 008/18-20 - CP 2024-09-26",,"From RDA to MARC mapping: rdae:P20219 rdakit:hasM21 ""MARC 21 Bibliographic 006 /01-03 [structured description] (visual materials)"" ."
126,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,01-03,Running time,,,,,006 00,r,,,http://rdaregistry.info/Elements/e/P20219,has duration,identifier,,"

""Duration: [number] minutes.""
follow mapping for VISUAL MATERIALS 008/18-20 - CP 2024-09-26",,"From RDA to MARC mapping: rdae:P20219 rdakit:hasM21 ""MARC 21 Bibliographic 006 /01-03 [structured description] (visual materials)"" ."
127,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,05,Target audience,,,,,006 00,g,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,follow mapping for VISUAL MATERIALS 008/22 - CP 2024-09-26,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
128,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,05,Target audience,,,,,006 00,k,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,follow mapping for VISUAL MATERIALS 008/22 - CP 2024-09-26,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
129,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,05,Target audience,,,,,006 00,o,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,follow mapping for VISUAL MATERIALS 008/22 - CP 2024-09-26,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
130,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,05,Target audience,,,,,006 00,r,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,structured/identifier,,follow mapping for VISUAL MATERIALS 008/22 - CP 2024-09-26,,"From RDA to MARC mapping: rdae:P20322 rdakit:hasM21 ""MARC 21 Bibliographic 006 /05 [identifier] (books, music, computer files, visual materials)"" ."
131,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,12,Form of item,,,,,006 00,g,,,http://rdaregistry.info/Elements/e/P20061,"form of tactile notation
",STRUCTURED/IRI,,follow mapping for VISUAL MATERIALS 008/29 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12 [identifier] (maps, visual materials)"" ."
132,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,12,Form of item,,,,,006 00,k,,,http://rdaregistry.info/Elements/e/P20061,"form of tactile notation
",STRUCTURED/IRI,,follow mapping for VISUAL MATERIALS 008/29 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12 [identifier] (maps, visual materials)"" ."
133,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,12,Form of item,,,,,006 00,o,,,http://rdaregistry.info/Elements/e/P20061,"form of tactile notation
",STRUCTURED/IRI,,follow mapping for VISUAL MATERIALS 008/29 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12 [identifier] (maps, visual materials)"" ."
134,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,12,Form of item,,,,,006 00,r,,,http://rdaregistry.info/Elements/e/P20061,"form of tactile notation
",STRUCTURED/IRI,,follow mapping for VISUAL MATERIALS 008/29 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12 [identifier] (maps, visual materials)"" ."
135,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,16,Type of visual material,,,,,006 00,g,,,"http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/w/P10004
http://rdaregistry.info/Elements/m/P30002","has category of manifestation
has carrier type
has category of work
has media type",structured/IRI,,follow mapping for VISUAL MATERIALS 008/33 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (visual materials)"" ."
136,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,16,Type of visual material,,,,,006 00,k,,,"http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/w/P10004
http://rdaregistry.info/Elements/m/P30002","has category of manifestation
has carrier type
has category of work
has media type",structured/IRI,,follow mapping for VISUAL MATERIALS 008/33 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (visual materials)"" ."
137,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,16,Type of visual material,,,,,006 00,o,,,"http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/w/P10004
http://rdaregistry.info/Elements/m/P30002","has category of manifestation
has carrier type
has category of work
has media type",structured/IRI,,follow mapping for VISUAL MATERIALS 008/33 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (visual materials)"" ."
138,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,16,Type of visual material,,,,,006 00,r,,,"http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/w/P10004
http://rdaregistry.info/Elements/m/P30002","has category of manifestation
has carrier type
has category of work
has media type",structured/IRI,,follow mapping for VISUAL MATERIALS 008/33 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (visual materials)"" ."
139,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,17,Technique,,,,,006 00,g,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,structured/IRI,,follow mapping for VISUAL MATERIALS 008/34 - CP 2024-09-26,,compare with 008/34
140,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,17,Technique,,,,,006 00,k,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,structured/IRI,,follow mapping for VISUAL MATERIALS 008/34 - CP 2024-09-26,,
141,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,17,Technique,,,,,006 00,o,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,structured/IRI,,follow mapping for VISUAL MATERIALS 008/34 - CP 2024-09-26,,
142,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,17,Technique,,,,,006 00,r,,,http://rdaregistry.info/Elements/w/P10222,has nature of content,structured/IRI,,follow mapping for VISUAL MATERIALS 008/34 - CP 2024-09-26,,
