,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,00,Form of material,,,a,Language material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,https://doi.org/10.6069/uwlswd.25z4-e963#a - CP 2024-09-26,,see also 008/18-34
1,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,00,Form of material,,,t,Manuscript language material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,https://doi.org/10.6069/uwlswd.25z4-e963#t - CP  2024-09-26,,see also 008/18-34
2,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,01-04,Illustrations,,,*,,006 00,a,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,follow mapping for BOOKS 008/18-21 - CP 2024-09-26 ,,see also 008/18-21
3,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,01-04,Illustrations,,,*,,006 00,t,,,http://rdaregistry.info/Elements/m/P30453,has illustrative content,structured/IRI,,follow mapping for BOOKS 008/18-21 - CP 2024-09-26 ,,see also 008/18-21
4,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,06,Form of item,,,*,,006 00,a,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",IRI,,follow mapping for BOOKS 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
5,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,06,Form of item,,,*,,006 00,t,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",IRI,,follow mapping for BOOKS 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
6,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,11,Government publication,,,*,,006 00,a,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,"https://doi.org/10.6069/uwlswd.2eg3-1x53# + code value
follow mapping for BOOKS 008/28 - CP 2024-09-26",,compare with 008/28
7,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,11,Government publication,,,*,,006 00,t,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,"https://doi.org/10.6069/uwlswd.2eg3-1x53# + code value
follow mapping for BOOKS 008/28 - CP 2024-09-26",,compare with 008/28
8,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,14,Index,,,1,,006 00,a,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,IRI,,"https://doi.org/10.6069/uwlswd.m0xp-h565#1
follow mapping for BOOKS 008/31 - CP 2024-09-26",,compare with 008/31
9,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,BOOKS,14,Index,,,1,,006 00,t,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,IRI,,"https://doi.org/10.6069/uwlswd.m0xp-h565#1
follow mapping for BOOKS 008/31 - CP 2024-09-26",,compare with 008/31
10,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,00,Form of material,,,m,Computer file/Electronic resource,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,https://doi.org/10.6069/uwlswd.25z4-e963#m  - CP 2024-09-26,,see also 008/18-34
11,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,06,Form of item,,,,,006 00,m,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,STRUCTURED/IRI,," https://doi.org/10.6069/uwlswd.3d5s-zx23# + code value
follow mapping for COMPUTER FILES 008/23 - CP 2024-09-26",,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
12,done,6,COMPUTER FILES/ELECTRONIC RESOURCES,,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,09,Type of computer file,,,,,006 00,m,,,http://rdaregistry.info/Elements/m/P30018,has file type,STRUCTURED/IRI,,"https://doi.org/10.6069/uwlswd.mkjn-bp10# + code value
follow mapping for COMPUTER FILES 008/26 - CP 2024-09-26",,"From RDA to MARC mapping: rdam:P30018 rdakit:hasM21 ""MARC 21 Bibliographic 006 /09 [identifier] (computer files)"" ."
13,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,COMPUTER FILES/ELECTRONIC RESOURCES,11,Government publication,,,,,006 00,m,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,"https://doi.org/10.6069/uwlswd.2eg3-1x53# + code value
follow mapping for COMPUTER FILES 008/28 - CP 2024-09-26",,compare with 008/28
14,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,00,Form of material,,,s,Serial/Integrating resource,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,https://doi.org/10.6069/uwlswd.25z4-e963#s - CP 2024-09-26,,see also 008/18-34
15,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,02,Regularity,,,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,follow mapping for CONTINUING RESOURCES 008/19 - CP 2024-09-26,,compare with 008/19
16,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,05,Form of original item,,,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,follow mapping for CONTINUING RESOURCES 008/22 - CP 2024-09-26,,Compare with 008/22
17,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,06,Form of item,,,,,006 00,s,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",STRUCTURED/IRI,,follow mapping for CONTINUING RESOURCES 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
18,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,11,Government publication,,,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,follow mapping for CONTINUING RESOURCES 008/28 - CP 2024-09-26,,compare with 008/28
19,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,CONTINUING RESOURCES,16,Original alphabet or script of title,,,,,006 00,s,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,structured,,"""Original alphabet or script of title: [value]""
follow mapping for CONTINUING RESOURCES 008/33 - CP 2024-09-26",,"From RDA to MARC mapping: rdae:P20065 rdakit:hasM21 ""MARC 21 Bibliographic 006 /16 [identifier] (continuing resources)"" ."
20,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,00,Form of material,,,e,Cartographic material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#e - CP 2024-09-26,,see also 008/18-34
21,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,00,Form of material,,,f,Manuscript cartographic material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#f - CP 2024-09-26,,see also 008/18-34
22,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,11,Government publication,,,,,006 00,e,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,follow mapping for MAPS 008/28 - CP 2024-09-26,,compare with 008/28
23,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,11,Government publication,,,,,006 00,f,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,follow mapping for MAPS 008/28 - CP 2024-09-26,,compare with 008/28
24,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,12,Form of item,,,,,006 00,e,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",STRUCTURED/IRI,,follow mapping for MAPS 008/29 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12 [identifier] (maps, visual materials)"" ."
25,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,12,Form of item,,,,,006 00,f,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",STRUCTURED/IRI,,follow mapping for MAPS 008/29 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /12 [identifier] (maps, visual materials)"" ."
26,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,14,Index,,,1,,006 00,e,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,unstructured,,"https://doi.org/10.6069/uwlswd.2h4d-g549#1 
follow mapping for MAPS 008/31 - CP 2024-09-26",,compare with 008/31
27,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MAPS,14,Index,,,1,,006 00,f,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,unstructured,,"https://doi.org/10.6069/uwlswd.2h4d-g549#1 
follow mapping for MAPS 008/31 - CP 2024-09-26",,compare with 008/31
28,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MIXED MATERIALS,00,Form of material,,,p,Mixed material,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,https://doi.org/10.6069/uwlswd.25z4-e963#p - CP 2024-09-26,,see also 008/18-34
29,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MIXED MATERIALS,06,Form of item,,,,,006 00,p,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",STRUCTURED/IRI,,follow mapping for MIXED MATERIALS 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
30,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,00,Form of material,,,c,Notated music,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#c - CP 2024-09-26,,see also 008/18-34
31,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,00,Form of material,,,d,Manuscript notated music,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#d  - CP 2024-09-26,,see also 008/18-34
32,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,00,Form of material,,,i,Nonmusical sound recording,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#i  - CP 2024-09-26,,see also 008/18-34
33,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,00,Form of material,,,j,Musical sound recording,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#j  - CP 2024-09-26,,see also 008/18-34
34,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,06,Form of item,,,,,006 00,c,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",STRUCTURED/IRI,,follow mapping for MUSIC 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
35,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,06,Form of item,,,,,006 00,d,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",STRUCTURED/IRI,,follow mapping for MUSIC 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
36,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,06,Form of item,,,,,006 00,i,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",STRUCTURED/IRI,,follow mapping for MUSIC 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
37,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,06,Form of item,,,,,006 00,j,,,"http://rdaregistry.info/Elements/m/P30001
http://rdaregistry.info/Elements/m/P30199
http://rdaregistry.info/Elements/m/P30335
http://rdaregistry.info/Elements/m/P30002","has carrier type
font size
has category of manifestation
has media type",STRUCTURED/IRI,,follow mapping for MUSIC 008/23 - CP 2024-09-26,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 006 /06 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
38,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,07-12,Accompanying matter,,,,,006 00,c,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,structured,,"https://doi.org/10.6069/uwlswd.nt0v-d633# + code value
follow mapping for MUSIC 008/24-29 - CP 2024-09-26",,compare with 008/24-29
39,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,07-12,Accompanying matter,,,,,006 00,d,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,structured,,"https://doi.org/10.6069/uwlswd.nt0v-d633# + code value
follow mapping for MUSIC 008/24-29 - CP 2024-09-26",,compare with 008/24-29
40,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,07-12,Accompanying matter,,,,,006 00,i,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,structured,,"https://doi.org/10.6069/uwlswd.nt0v-d633# + code value
follow mapping for MUSIC 008/24-29 - CP 2024-09-26",,compare with 008/24-29
41,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,MUSIC,07-12,Accompanying matter,,,,,006 00,j,,,http://rdaregistry.info/Elements/m/P30455,has supplementary content,structured,,"https://doi.org/10.6069/uwlswd.nt0v-d633# + code value
follow mapping for MUSIC 008/24-29 - CP 2024-09-26",,compare with 008/24-29
42,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,00,Form of material,,,g,Projected medium,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#g - CP 2024-09-26,,see also 008/18-34
43,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,00,Form of material,,,k,Two-dimensional nonprojectable graphic,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#k - CP 2024-09-26,,see also 008/18-34
44,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,00,Form of material,,,o,Kit,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#o - CP 2024-09-26,,see also 008/18-34
45,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,00,Form of material,,,r,Three-dimensional artifact or naturally occurring object,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,structured,,https://doi.org/10.6069/uwlswd.25z4-e963#r - CP 2024-09-26,,see also 008/18-34
46,done,6,FIXED-LENGTH DATA ELEMENTS--ADDITIONAL MATERIAL CHARACTERISTICS--GENERAL INFORMATION (R),,,,,,,VISUAL MATERIALS,11,Government publication,,,,,006 00,g,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,follow mapping for VISUAL MATERIALS 008/28 - CP 2024-09-26,,compare with 008/28
