,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,a,Presentation format (R),,,,,,,http://rdaregistry.info/Elements/m/P30127,has projection characteristic of motion picture film,,,,,
1,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,a,Presentation format (R),,,,,,,http://rdaregistry.info/Elements/m/P30163,has presentation format,,,,,
2,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,b,Projection speed (R),,,,,,,http://rdaregistry.info/Elements/m/P30127,has projection characteristic of motion picture film,,,,,
3,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,b,Projection speed (R),,,,,,,http://rdaregistry.info/Elements/m/P30200,has projection speed,,,,,
4,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,c,Aspect ratio value (R),,,,,,,,,,,,,
5,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,d,Aspect ratio designator (R),,,,,,,http://rdaregistry.info/Elements/e/P20290,has aspect ratio designation,,,,,
6,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,2,Source (NR),,,,,,,,,,,,,
7,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
8,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
9,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
10,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/e/P20290,has aspect ratio designation,,,,,
11,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/m/P30127,has projection characteristic of motion picture film,,,,,
12,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/m/P30163,has presentation format,,,,,
13,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/e/P20290,has aspect ratio designation,,,,,
14,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/m/P30127,has projection characteristic of motion picture film,,,,,
15,phase II,345,MOVING IMAGE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/m/P30163,has presentation format,,,,,
