,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,0,International Standard Recording Code (ISRC),Difference indicator,*,,,,a,Standard number or code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30004,has identifier for manifestation,IRI,,"[Manifestation]-->rdam:P30004-->[Nomen]
[Nomen]-->rdand:p80068-->""($a)""  
[Nomen]-->rdan:p80069-->https://id.loc.gov/vocabulary/identifiers/isrc",,Follow decision on identifiers - CP 2024-06-21
1,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,1,Universal Product Code (UPC),Difference indicator,*,,,,a,Standard number or code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30004,has identifier for manifestation,IRI,,"[Manifestation]-->rdam:P30004-->[Nomen]
[Nomen]-->rdand:p80068-->""($a)""  
[Nomen]-->rdan:p80069-->https://id.loc.gov/vocabulary/identifiers/upc",,
2,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,2,International Standard Music Number (ISMN),Difference indicator,*,,,,a,Standard number or code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30004,has identifier for manifestation,IRI,,"[Manifestation]-->rdam:P30004-->[Nomen]
[Nomen]-->rdand:p80068-->""($a)""  
[Nomen]-->rdan:p80069-->https://id.loc.gov/vocabulary/identifiers/ismm",,
3,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,3,International Article Number (EAN),Difference indicator,*,,,,a,Standard number or code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30004,has identifier for manifestation,IRI,,"[Manifestation]-->rdam:P30004-->[Nomen]
[Nomen]-->rdand:p80068-->""($a)""  
[Nomen]-->rdan:p80069-->https://id.loc.gov/vocabulary/identifiers/ean",,
4,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,4,Serial Item and Contribution Identifier (SICI),Difference indicator,*,,,,a,Standard number or code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30004,has identifier for manifestation,IRI,,"[Manifestation]-->rdam:P30004-->[Nomen]
[Nomen]-->rdand:p80068-->""($a)""  
[Nomen]-->rdan:p80069-->https://id.loc.gov/vocabulary/identifiers/sici",,
5,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,7,Source specified in subfield $2,Difference indicator,*,,,,"a, 2",Standard number or code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30004,has identifier for manifestation,IRI,,"[Manifestation]-->rdam:P30004-->[Nomen]
[Nomen]-->rdand:p80068-->""($a)""  
[Nomen]-->rdan:p80069-->[Lookup based on $2]",,
6,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,8,Unspecified type of standard number or code,Difference indicator,*,,,,a,Standard number or code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30004,has identifier for manifestation,Identifier,,[Manifestation]-->rdam:P30004-->$a,,No scheme of nomen because ind1 = 8 indicates unspecified source - CP 2024-06-27
7,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,*,,Difference indicator,*,,,,c,Terms of availability (NR),,,,,,,http://rdaregistry.info/Elements/m/datatype/P30160,has term of availability,unstructured description,,"[Manifestation]--rdand:P30160 --> ""{$c}""",,
8,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,not(8),,Difference indicator,*,,,,q,Qualifying information (R),,,,,,,http://rdaregistry.info/Elements/n/P80071,has note on nomen,unstructured description|structured description,,[nomen]-->rdand:P80071-->{$q},,"Don't map $q when ind1 = 8
- CP 2024-06-25"
9,done,24,OTHER STANDARD IDENTIFIER (R),Type of standard number or code,not(8),,Difference indicator,*,,,,z,Canceled/invalid standard number or code (R),,,,,,,http://rdaregistry.info/Elements/m/P30004,has identifier for manifestation,IRI,,"Handle the same as $a by minting a Nomen with the appropriate scheme of nomen based on ind1
Add [Nomen]-->rdan:P80168-->http://id.loc.gov/vocabulary/mstatus/cancinv",,"Don't map $z when ind1 = 8
- CP 2024-06-25"
