,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,250,EDITION STATEMENT (R),Undefined,*,,Undefined,*,,,,"a, b","Edition statement (NR), Remainder of edition statement (NR)",,,,,Check for Reproduction Conditions 1 and 2,,http://rdaregistry.info/Elements/m/P30107,has edition statement,structured,,"combine values, maintaining isbd punctuation. "" = "" indicates preceding and following string is a new value for subproperty ""has designation of edition"" <http://rdaregistry.info/Elements/m/P30133>. "" / "" indicates following string is a new value for subproperty ""statement of responsibility relating to edition"" <http://rdaregistry.info/Elements/m/P30121> 

If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-11",,
1,done,250,EDITION STATEMENT (R),Undefined,*,,Undefined,*,,,,3,Materials specified (NR),,,,,Check for Reproduction Conditions 1 and 2,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"
mapped element + value + ""applies to: "" + [value of $3] - CP 2025-01-29

If a reproduction condition is present, apply mapping and transformation to OriginalM, not ReproM. - LA, DC 2024-09-11",,
2,done,250,EDITION STATEMENT (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iig-6,,
3,phase II,250,EDITION STATEMENT (R),Undefined,*,,Undefined,*,,,,7,Data provenance,,,,,,,,,,not yet implemented; Very few results and requires significant system resource. ,,,
